paperId,doi,title,year,verdict,estimand_cell,evidence_type,treatment,outcome,direction,reason,ra_decision,ra_note
W2016039470,10.1007/bf02687303,High arts and general culture,2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2096684396,10.1162/003355304772839588,How Much Should We Trust Differences-In-Differences Estimates?,2004,NOT_RELEVANT,NA,other,n/a,difference-in-differences inference,n/a,"General econometric methods paper using placebo laws, not the review mechanism.",,
W2084110487,10.1162/002219504771997890,"Immigration, Culture, and Child Labor in the United States, 1880–1920",2004,RELEVANT,MODE_PRODUCTION,observational,productive value of children,child labor or fertility,forward,Links the productive value of children or child labor to fertility outside covered legal variation.,,
W801253557,,"International Trade, Resource Curse and Demographic Transition",2004,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2010674827,10.1080/1351161042000180656,"Intra‐household transfers and old‐age security in America, 1890–1950",2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2039259070,10.1016/j.econlet.2004.06.021,"Mortality, fertility, and child labor",2004,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W1991190982,10.3386/w10347,On the Distributional Consequences of Child Labor Legislation,2004,RELEVANT,OFF_OUTCOME,theory,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W2108277006,,Policies to Combat Child Labor: A Dynamic Analysis,2004,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2134123843,10.1093/oep/gpf056,"Relative wage, child labor, and human capital",2004,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2263710818,,Review of Periodical Literature Published in 2002,2004,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4210999515,10.1111/j.0013-0017.2004.00276.x,Review of periodical literature published in 2002,2004,NOT_RELEVANT,NA,review,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1539005111,10.1515/9780691221649,Sex and Consequences,2004,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3125141375,10.3386/w10765,Technological Progress and Economic Transformation,2004,RELEVANT,THEORY,theory,child-labor mechanism,fertility and development,forward,formal model links child labor and fertility without a policy estimand,,
W2063338370,10.2139/ssrn.594521,The Demographic Transition and the Emergence of Sustained Economic Growth,2004,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2132568765,10.2139/ssrn.570543,The Effect of ILO Minimum Age Conventions on Child Labour and School Attendance,2004,UNCERTAIN,OFF_OUTCOME,other,child-labor regulation,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W1549797823,10.3386/w10513,The Impact of Education on Fertility and Child Mortality: Do Fathers Really Matter Less Than Mothers?,2004,RELEVANT,OFF_EXPOSURE,quasi-experimental,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W2509426510,10.1920/re.ifs.2024.0343,Understanding the effects of early motherhood: the effects on mothers,2004,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1531923437,10.1920/wp.ifs.2003.0305,"Ability, parental background and educational policy: empirical evidence from a social experiment",2003,RELEVANT,OFF_OUTCOME,other,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W2066809085,10.1016/s0277-9536(02)00543-9,Age and education patterns of smoking among women in high-income nations,2003,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2029260280,10.1257/000282803322655446,"Are Idle Hands the Devil’s Workshop? Incapacitation, Concentration, and Juvenile Crime",2003,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W1492107258,10.3386/w9588,Are There Civic Returns to Education?,2003,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W363353218,10.1007/978-0-230-80249-0,"Child Labour in Britain, 1750–1870",2003,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2145738043,10.1590/s0034-71402003000400004,Child labor and school policies,2003,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4253961575,10.1787/9789264102958-en,Combating Child Labour: A Review of Policies,2003,NOT_RELEVANT,NA,review,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4252910465,10.1787/9789264102965-fr,Combattre le travail des enfants: un bilan des politiques,2003,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1522518536,10.3386/w10164,Does Human Capital Transfer from Parent to Child? The Intergenerational Effects of Compulsory Schooling,2003,RELEVANT,OFF_OUTCOME,observational,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W1485866890,10.2139/ssrn.634904,Does Longevity Cause Growth?,2003,NOT_RELEVANT,NA,theory,n/a,longevity and growth,n/a,Title indicates longevity and growth rather than the covered mechanism.,,
W2014662863,10.1016/j.eeh.2003.07.001,"Family structure, school attendance, and child labor in the American South in 1900 and 1910",2003,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2056249521,10.1093/eurpub/13.1.56,Gender and educational differences in smoking initiation rates in Spain from 1948 to 1992,2003,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2081814021,10.1162/003355303322552856,Mother's Education and the Intergenerational Transmission of Human Capital: Evidence from College Openings,2003,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2114523512,10.1016/j.jdeveco.2003.05.005,Public versus private education when differential fertility matters,2003,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4211065247,10.1093/jahist/90.3.1161,Recent Scholarship,2003,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2104341558,10.2139/ssrn.380980,Technological Progress and Economic Transformation,2003,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1972411539,10.2139/ssrn.437960,The Mystery of Monogamy,2003,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2108507869,10.1162/003465303772815790,The Schooling Costs of Teenage Out-of-Wedlock Childbearing: Analysis with a Within-School Propensity-Score-Matching Estimator,2003,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility timing,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W1591029934,10.1007/s001480200125,The long-run labour market consequences of teenage motherhood in Britain,2003,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1562606153,10.2139/ssrn.385282,Voting with Your Children: A Positive Analysis of Child Labor Laws,2003,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2285668685,10.1046/j.1440-1843.2003.00464.x,Women and tobacco,2003,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2055366281,10.1542/peds.109.3.399,"Delayed Childbearing and Its Impact on Population Rate Changes in Lower Birth Weight, Multiple Birth, and Preterm Delivery",2002,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2119629969,10.1046/j.1365-3016.2002.00375.x,Delayed maternity and risk at delivery,2002,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W1977879850,10.1257/000282802760015757,Does Increasing Women's Schooling Raise the Schooling of the Next Generation?,2002,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1486669919,10.2139/ssrn.344281,Economic Inequality and the Emergence of Child Labor Laws,2002,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W2029660970,10.1159/000064689,Maternal and Perinatal Outcome in Nulliparous Women Aged 35 and Older,2002,NOT_RELEVANT,NA,observational,n/a,maternal and perinatal outcomes,n/a,Clinical comparison by maternal age has no covered policy exposure.,,
W1966280706,10.1007/s181-002-8359-0,The European Community Household Panel: A review,2002,NOT_RELEVANT,NA,review,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W3123306174,10.1086/340778,The Power of the Pill: Oral Contraceptives and Women’s Career and Marriage Decisions,2002,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2005150451,10.2139/ssrn.279519,Accounting for Fertility Decline During the Transition to Growth,2001,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2109500823,10.2139/ssrn.280856,Cheap Children and the Persistence of Poverty,2001,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W2124778330,10.2139/ssrn.280803,Child Labor and the Education of a Society,2001,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W1525462723,10.2139/ssrn.288943,"Child Labor, Fertility and Economic Growth",2001,UNCERTAIN,THEORY,theory,child labor,fertility and growth,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2075753084,10.1016/s0304-3878(01)00145-6,Child labor and coordination failures,2001,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2013309771,10.1016/s0304-3878(00)00125-5,Credit constraints and the phenomenon of child labor,2001,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2261290130,,Maternal age and fetal loss. Older women have increased risk of unexplained fetal deaths.,2001,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W1551154022,,Social Conformity and Child Labor,2001,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W2025983490,10.1257/000282804322970751,"The Effect of Education on Crime: Evidence from Prison Inmates, Arrests, and Self-Reports",2001,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W1547061600,,The Relationship Between Education and Adult Mortality in the U. S,2001,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W86385803,10.1023/a:1012507119569,Time Series Analysis of Crime Rates,2001,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2050847442,10.2139/ssrn.290085,Why is Child Labor Illegal?,2001,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W3123790350,10.2139/ssrn.240988,Compulsory Schooling Laws and the Cure Against Child Labor,2000,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W2116884305,10.1016/s0014-2921(00)00032-5,Employment and distributional effects of restricting working time,2000,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W2104274367,10.3386/w7769,Estimating the Return to Schooling: Progress on Some Persistent Econometric Problems,2000,RELEVANT,OFF_OUTCOME,quasi-experimental,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
W2117121175,10.1136/tc.9.1.3,"From social taboo to ""torch of freedom"": the marketing of cigarettes to women",2000,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4300898074,10.2307/3585383,How Large Are Human-Capital Externalities? Evidence from Compulsory Schooling Laws,2000,RELEVANT,OFF_OUTCOME,quasi-experimental,joint child-labor and schooling reform,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W1675125027,10.2139/ssrn.237472,How Large Are The Social Returns To Education? Evidence From Compulsory Schooling Laws,2000,UNCERTAIN,OFF_OUTCOME,other,covered schooling or child-labor law,unclear outcome,forward,title is plausibly relevant but no abstract is available,,
W3122632859,10.3386/w7530,Income-distribution Dynamics with Endogenous Fertility,2000,RELEVANT,OFF_EXPOSURE,theory,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
